,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
Career,,0.0,0.0,,,9.0,,1.0,1986-08-07,,52.2,0.0,,,,,,,,,,,,,,0,,,,,28.0,13.0,6-5,0.0,,,,0.0,,,,,,,,,0.0,,,80,,Danario Alexander,,0.0,,,0.0,0.0,0.0,0.0,0.0,AlexDa00,,,,,,,39.6,10,1395,49.8,16.8,83,3.0,,,,,,,10,,,,,Career,,,,,159,0.0,,,83,,,221,1395,0.0,,,0.0,,,,16.8,,
Career,,,,,,1.0,4,,1995-04-20,,,,,,,,,,,,,,,,,0.0,0.0,1.0,2.0,,18.0,,6-0,,,,,,,,,,,,,,,,,,,Dominique Alexander,,,,,,,,,,AlexDo01,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,4,,,,,,,,,,,235,,,,,,,,,,2.0,
Career,,,,,,3.0,13.0,,1982-02-08,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,54.0,,6-2,,,,,,,,,,,,,,,,,,,Eric Alexander,,,,,,,,,,AlexEr20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,44.0,,,,,,,,,,,240,,,,,,,,,,0.0,
Career,,,,,,6.0,14,,1989-12-17,,,,,,,,,,,,,,,,,0.0,0.0,3.0,-3.0,,29.0,6.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Frank Alexander,,,,5.0,,,,,,AlexFr00,,,,,,,,,,,,,,,,,,,,,,,3.5,,Career,20,,,,,,,,,,,260,,,,,,,,,,-3.0,0.0
Career,,,,,,11.0,38.0,,1984-06-28,,,,,,,,,,,,,,,,,0.0,3.0,4.0,43.0,,44.0,30.0,6-0,,,4.0,0.0,,,,,,,,36.0,,,,,,,Gerald Alexander,,,,14.0,,,,,,AlexGe99,,,,,,,,,,,,,,,,,,,,,,,2.0,,Career,121.0,,,,,,,,,,,210,,,,,,,,,,43.0,93.0
Career,,,,,89.0,11.0,13,,1997-02-09,,,,,,,,,,,,,,,,,2,1,3,0,,29.0,27.0,5-10,,,3,0,,,,,,,,37,,,,24.0,,,Jaire Alexander,,,,28,,,,,,AlexJa00,,0.0,25.0,4.0,,,,,,,,,,,,,,,,,,,0.5,,Career,111,,,,,,,,,,,196,,,,,,,,6.3,,0,64
Career,,,,,,0.0,1,,1987-07-01,,,,,,,,,,,,,,,,,,,,,,8.0,,6-4,,,0,0,,,,,,,,0,,,,,,,Kevin Alexander,,,,1,,,,,,AlexKe02,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,3,,,,,,,,,,,265,,,,,,,,,,,0
Career,,,,,,29.0,121,,1994-08-03,,,,,,,,,,,,,,,,,0,7,2,24,,54.0,54.0,6-1,,,7,1,,,,,,,,38,,,,,,,Kwon Alexander,,,,26,,,,,,AlexKw00,,,,,,,,,,,,,,,,,,,,,,,7.5,,Career,293,,,,,,,,,,,227,,,,,,,,,,24,123
Career,,,,,61.0,52.0,133,,1983-05-31,,,,,,,,,,,,,,,,,1.0,12.0,4.0,7.0,,191.0,58.0,6-1,,,3.0,0.0,,0.0,10.0,1.0,,,,28.0,10.0,,,7.0,,,Lorenzo Alexander,,,,31.0,,,,,,AlexLo99,,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,33.0,,Career,334,,,,,,,,,,,245,,,,,,10.0,,,,7.0,37.0
Career,,,,,,13.0,31,,1991-02-16,,,,,,,,,,,,,,,,,0.0,0.0,1.0,3.0,,57.0,23.0,6-2,,,2.0,0.0,,,,,,,,19.0,,,,,,,Maurice Alexander,,,,5.0,,,,,,AlexMa00,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,100,,,,,,,,,,,220,,,,,,,,,,3.0,19.0
Career,,,,,,7.0,21,,1993-11-12,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,55.0,10.0,5-10,,,2.0,0.0,,,,,,,,10.0,,,,,,,Mackensie Alexander,,,,21.0,,,,,,AlexMa01,,,,,,,,,,,,,,,,,,,,,,,4.5,,Career,81,,,,,,,,,,,192,,,,,,,,,,0.0,10.0
Career,,,,,,1.0,1.0,,1988-06-02,,,,,,,,,,,,,,,,,,,,,,14.0,,6-3,,,,,,,,,,,,,,,,,,,Mister Alexander,,,,,,,,,,AlexMi01,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,11.0,,,,,,,,,,,227,,,,,,,,,,,
Career,,,,,,79.0,,,1977-08-30,,68.0,,,,,,,,,,,,,,,31,0.0,13.0,8.0,,123.0,96.0,5-11,,,,,,,,,,,,,,,,,80,88,Shaun Alexander,,,,,,,,,,AlexSh00,,,,,,,,12,1520,12.4,7.1,215,1.7,2187,17.8,100,9453,4.3,76.9,112,,,0.0,,Career,,,,,316,,,,2402,,,225,10973,,,,,,,,4.6,8.0,
Career,,,,,,4.0,5,,1983-05-28,,,,,,,,,,,,,,,,,,,,,,36.0,3.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jay Alford,,,,1.0,,,,,,AlfoJa99,,,,,,,,,,,,,,,,,,,,,,,3.5,,Career,13,,,,,,,,,,,280,,,,,,,,,,,0.0
Career,,,,,273,0.0,,,1992-02-25,,100.0,,,,,,,,,,,,,,,0.0,,,,,4.0,,5-8,,,,,,0.0,190.0,8.0,,,,,36.0,,,17.0,15.0,,Mario Alford,,,,,,,,,,AlfoMa00,,0.0,68.0,8.0,,,,0.0,15.0,3.8,15.0,1.0,0.3,,,,,,,0.0,,,,,Career,,,,,1.0,,,,1.0,,,177,15.0,,,,,23.8,,8.5,15.0,,
Career,,,,,126.0,27.0,53,,1988-11-01,,,,,,,,,,,,,,,,,1.0,1.0,2.0,-5.0,,88.0,76.0,5-10,,,10,2,,,,,,,,59,,,,0.0,,,Robert Alford,,,,85,,,,,,AlfoRo00,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,Career,250,,,,,,,,,,,186,,,,,,,,0.0,,-5.0,131
Career,,,,,,2.0,,,1993-09-19,,62.5,,,,,,,,,,,,,,,0,,,,,25.0,3.0,6-5,,,,,,,,,,,,,,,,,34,,Mo Alie-Cox,,,,,,,,,,AlieMo00,,,,,,,,2,226,9.0,15.1,15,0.6,,,,,,,2,,,,,Career,,,,,24,,,,15,,,267,226,,,,,,,,15.1,,
Career,,,,,23.0,0.0,,,1984-08-23,,66.7,,,,,,,,,,,,,,,0,,,,,28.0,4.0,6-2,,,,,,0.0,10.0,1.0,,,,,10.0,,,,12,,Charles Ali,,,,,,,,,,AlixCh00,,,,,,,,0,13,0.5,3.3,4,0.1,,,,,,,0,,,,,Career,,,,,6.0,,,,4,,,260,13,,,,,10.0,,,3.3,,
Career,,,,,137.0,1.0,1.0,,1988-08-06,,50.0,,,,,,,,,,,,,,,0,,,,,21.0,,6-0,,,,,,0.0,56.0,3.0,,,,,20.0,,,,7.0,20,Anthony Allen,,,,,,,,,,AlleAn01,,,,,,,,0.0,12.0,0.6,6.0,2.0,0.1,19,0.9,1,69,3.6,3.3,1,,,0.0,,Career,11.0,,,,4.0,,,,21,,,223,81,,,,,18.7,,,3.9,,
Career,,,,,,10.0,30,,1988-09-23,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,50.0,18.0,6-1,,,1.0,1.0,,,,,,,,23.0,,,,,,,Antonio Allen,,,,13.0,,,,,,AlleAn02,,,,,,,,,,,,,,,,,,,,,,,2.5,,Career,85,,,,,,,,,,,210,,,,,,,,,,0.0,23.0
Career,,,,,215,1.0,2.0,,1989-04-30,,50.0,,,,,,,,,,,,,,,0,,,,,17.0,,5-10,,,,,,0,27,3,,,,,17,,,,15,46,Armando Allen,,,,,,,,,,AlleAr00,,,,,,,,0,16,0.9,8.0,2,0.1,42,2.5,1,172,4.1,10.1,1,,,0.0,,Career,3.0,,,,4,,,,44,,,205,188,,,,,9.0,,,4.3,,
Career,,,,,,9.0,23,,1988-01-22,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,36.0,21.0,5-10,,,4,0,,,,,,,,27,,,,,,,Asher Allen,,,,11,,,,,,AlleAs99,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,111,,,,,,,,,,,190,,,,,,,,,,0.0,30
Career,,,,,,14.0,45,,1991-11-14,,,,,,,,,,,,,,,,,0.0,0.0,1.0,10.0,,90.0,16.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Beau Allen,,,,2.0,,,,,,AlleBe00,,,,,,,,,,,,,,,,,,,,,,,2.5,,Career,72,,,,,,,,,,,327,,,,,,,,,,10.0,0.0
Career,,,,,,1.0,2,,1993-10-21,,,,,,,,,,,,,,,,,,,,,,16.0,,6-3,,,,,,,,,,,,,,,,,,,Brian Allen,,,,,,,,,,AlleBr01,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1,,,,,,,,,,,215,,,,,,,,,,,
Career,,,,,,4.0,14,,1993-08-29,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,21.0,5.0,6-3,,,,,,,,,,,,,,,,,,,Chase Allen,,,,,,,,,,AlleCh02,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,29,,,,,,,,,,,246,,,,,,,,,,0.0,
Career,,,,,,11.0,30,,1988-10-29,,,,,,,,,,,,,,,,,0.0,3.0,2.0,21.0,,56.0,18.0,6-1,,,6.0,1.0,,,,,,,,40.0,,,,,,,Cortez Allen,,,,34.0,,,,,,AlleCo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,138,,,,,,,,,,,196,,,,,,,,,,21.0,76.0
Career,,,,,,13.0,2.0,,1990-02-24,,61.8,,,,,,,,,,,,,,,3,1.0,4.0,0.0,,86.0,72.0,6-4,,,,,,,,,,,,,,,,,41,3.0,Dwayne Allen,,,,,,,,,,AlleDw00,,,,,,,,20,1564,18.2,11.3,139,1.6,4.0,0.0,0.0,6.0,1.5,0.1,20,,,0.0,,Career,3.0,,,,225,,,,143,,,260,1570,,,,,,,,11.0,0.0,
Career,,,,,,14.0,2.0,,1991-08-27,,76.0,,,,,,,,,,,,,,,3,0.0,0.0,0.0,,64.0,6.0,6-0,,,,,,,,,,,,,,,,,41,44,Javorius Allen,,,,,,,,,,AlleJa01,,,,,,,,6,823,12.9,6.3,130,2.0,350,5.5,9,1285,3.7,20.1,15,,,0.0,,Career,10.0,,,,171,,,,480,,,218,2108,,,,,,,,4.4,0.0,
Career,,,,,,125.0,145,,1982-04-03,,66.7,,,,,,,,,,,,,,,1.0,32.0,19.0,84.0,,187.0,181.0,6-6,,,6.0,1.0,,,,,,,,36.0,,,,,2.0,,Jared Allen,,,,58.0,,,,,,AlleJa22,,,,,,,,2.0,3.0,0.0,1.5,2.0,0.0,,,,,,,2.0,,,136.0,4.0,Career,503,,,,3.0,,,,2.0,,,270,3.0,,,,,,,,1.5,84.0,55.0
Career,,,,,,14.0,34,,1983-07-05,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,98.0,23.0,6-1,,,15.0,0.0,,,,,,,,34.0,,,,,,,Jason Allen,,,,34.0,,,,,,AlleJa23,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,213,,,,,,,,,,,200,,,,,,,,,,0.0,76.0
Career,,,,,,28.0,0.0,,1990-01-08,,,,,,,,,,,,,,,,,,,,,,84.0,66.0,6-4,,,,,,,,,,,,,,,,,,,Jeff Allen,,,,,,,,,,AlleJe01,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,,,,,,306,,,,,,,,,,,
Career,,,,,,0.0,,,1991-10-30,,,,,,,,,,,,,,,,,0,0,1,0,,3.0,,6-3,,,,,,,,,,,,,,,,,,,Josh Allen,,,,,,,,,,AlleJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,,,,,,,,,,,,315,,,,,,,,,,0,
Career,,,,,,17.0,55,,1995-01-16,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,36.0,36.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jonathan Allen,,,,1.0,,,,,,AlleJo01,,,,,,,,,,,,,,,,,,,,,,,15.0,,Career,84,,,,,,,,,,,300,,,,,,,,,,0.0,0.0
Career,,5.16,6.2,,,17.0,,781,1996-05-21,,0.0,440,,,,,,,,,,,6,,,22,0,6,-15,8,28.0,27.0,6-5,2.7,,,,21,,,,,,,,,75,,,0.0,45,Josh Allen,,5.56,,,56.3,3.8,30,5163,6.6,AlleJo02,,,,,,15-12-0,78.2,0.0,0.0,0.0,,0.0,0.0,198,7.1,17,1141,5.8,40.8,17,,,0.0,,Career,,,,,1.0,66,,,198,,,237,1141,450,,11.7,184.4,,,,5.8,-15,
Career,,,,,6799.0,56.0,0.0,,1992-04-27,,68.4,,,,,,,,,,,,,,,9,0.0,2.0,8.0,,86.0,82.0,6-2,,,1.0,0.0,,0.0,25.0,1.0,,,,32.0,25.0,,,29.0,54,28.0,Keenan Allen,,,,1.0,,,,,,AlleKe00,,0.0,229.0,30.0,,,,34,6405,74.5,12.2,524,6.1,14.0,0.2,0.0,100.0,7.1,1.2,34,,,0.0,,Career,2.0,,,,766,,,,538,,,211,6505,,,,,25.0,,7.6,12.1,8.0,32.0
Career,,5.04,6.2,,,8.0,,520,1996-03-08,,,323,,,,,,,,,,,0.0,,,13,0.0,3.0,-7.0,1.0,15.0,13.0,6-3,3.1,,,,16,,,,,,,,,53,,,,17,Kyle Allen,,5.64,,,62.1,3.7,19,3588,6.9,AlleKy00,,,,,,6-7-0,82.0,,,,,,,37,2.5,3,125,3.4,8.3,3,,,0.0,,Career,,,,,,46,,,37,,,210,125,397,,11.1,239.2,,,,3.4,-7.0,
Career,,,,,,0.0,1.0,,1996-08-07,,,,,,,,,,,,,,,,,,,,,,3.0,,6-2,,,,,,,,,,,,,,,,,,,Marcus Allen,,,,,,,,,,AlleMa03,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,,,,,,215,,,,,,,,,,,
Career,,,,,,33.0,85,,1987-11-30,,,,,,,,,,,,,,,,,0.0,3.0,3.0,25.0,,100.0,83.0,6-1,,,13,0,,,,,,,,43,,,,,,,Nate Allen,,,,35,,,,,,AlleNa99,,,,,,,,,,,,,,,,,,,,,,,4.0,,Career,303,,,,,,,,,,,205,,,,,,,,,,25.0,169
Career,,,,,,22.0,88.0,,1991-12-18,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,65.0,64.0,5-9,,,9.0,0.0,,,,,,,,28.0,,,,,,,Ricardo Allen,,,,21.0,,,,,,AlleRi00,,,,,,,,,,,,,,,,,,,,,,,1.0,,Career,226.0,,,,,,,,,,,186,,,,,,,,,,0.0,77.0
Career,,,,,,21.0,80,,1986-05-05,,,,,,,,,,,,,,,,,0.0,2.0,3.0,0.0,,78.0,44.0,6-3,,,1.0,0.0,,,,,,,,3.0,,,,,,,Russell Allen,,,,8.0,,,,,,AlleRu00,,,,,,,,,,,,,,,,,,,,,,,2.0,,Career,252,,,,,,,,,,,230,,,,,,,,,,0.0,3.0
Career,,,,,,14.0,1.0,,1990-02-28,2,,,,,,,,,,,,,,,,1.0,0.0,2.0,-2.0,,104.0,,6-2,,,,,,,,,,,,,,,67,,,,Ryan Allen,,,,,,,,,,AlleRy01,,,,,437,,,,,,,,,,,,,,,,,,0.0,,Career,2.0,,,,,,19698,,,,,220,,,,,,,45.1,,,-2.0,
Career,,,,,,55.0,72.0,,1978-08-05,,,,,,,,,,,,,,,,,0.0,7.0,6.0,1.0,,140.0,130.0,5-10,,,15.0,1.0,,,,,,,,32.0,,,,,,,Will Allen,,,,118.0,,,,,,AlleWi20,,,,,,,,,,,,,,,,,,,,,,,5.0,,Career,460.0,,,,,,,,,,,195,,,,,,,,,,1.0,192.0
Career,,,,,,29.0,113,,1982-06-17,,,,,,,,,,,,,,,,,0.0,7.0,6.0,82.0,,176.0,52.0,6-1,,,7.0,0.0,,,,,,,,27.0,,,,,,,Will Allen,,,,23.0,,,,,,AlleWi21,,,,,,,,,,,,,,,,,,,,,,,4.0,,Career,303,,,,,,,,,,,202,,,,,,,,,,82.0,86.0
Career,,,,,967,3.0,,,1986-04-20,,45.0,,,,,,,,,,,,,,,4,0,1,0,,26.0,,6-0,,,,,,1,674,26,,,,,104,,,27.0,35,3,Aundrae Allison,,,,,,,,,,AlliAu00,,0.0,58.0,9.0,,,,0,231,8.9,12.8,18,0.7,3,0.1,0,4,1.3,0.2,0,,,0.0,,Career,,,,,40,,,,21,,,198,235,,,,,25.9,,6.4,11.2,0,
Career,,,,,1052.0,9.0,,,1994-01-18,,61.0,,,,,,,,,,,,,,,5,0.0,1.0,0.0,,46.0,14.0,6-3,,,,,,,,,,,,,,,,0.0,72,7.0,Geronimo Allison,,,,,,,,,,AlliGe01,,0.0,0.0,1.0,,,,6,1045,22.7,11.7,89,1.9,1.0,0.0,0.0,7.0,7.0,0.2,6,,,0.0,,Career,,,,,146,,,,90,,,202,1052,,,,,,,0.0,11.7,0.0,
Career,,,,,,2.0,15,,1983-04-15,,,,,,,,,,,,,,,,,,,,,,32.0,2.0,6-1,,,,,,,,,,,,,,,,,,,Colin Allred,,,,,,,,,,AllrCo99,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,31,,,,,,,,,,,242,,,,,,,,,,,
Career,,,,,,35.0,219.0,,1990-08-14,,,,,,,,,,,,,,,,,0.0,7.0,7.0,15.0,,86.0,67.0,6-3,,,10.0,1.0,,,,,,,,60.0,,,,,,,Kiko Alonso,,,,17.0,,,,,,AlonKi00,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,369.0,,,,,,,,,,,239,,,,,,,,,,15.0,138.0
Career,,,,,,6.0,15,,1983-06-04,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,39.0,8.0,6-0,,,0.0,0.0,,,,,,,,0.0,,,,,,22.0,Jon Alston,,,,1.0,,,,,,AlstJo20,,,,,,,,,,,,,,1.0,0.0,0.0,22.0,22.0,0.6,0.0,,,0.0,,Career,51,,,,,,,,1.0,,,235,22.0,,,,,,,,22.0,0.0,0.0
Career,,,,,38.0,52.0,125,,1987-05-12,,66.7,,,,,,,,,,,,,,,0.0,3.0,3.0,7.0,,157.0,100.0,6-3,,,0.0,0.0,,0.0,12.0,1.0,,,,0.0,12.0,,,,16.0,0.0,Tyson Alualu,,,,9.0,,,,,,AluaTy99,,,,,,,,0.0,19.0,0.1,9.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,22.5,,Career,235,,,,3.0,,,,3.0,,,304,19.0,,,,,12.0,,,6.3,7.0,0.0
Career,,,,,,35.0,,,1982-03-01,,100.0,,,,,,,,,,,,,,,1,0.0,2.0,-10.0,,124.0,68.0,6-3,,,,,,,,,,,,,,,,,7,,Eugene Amano,,,,,,,,,,AmanEu20,,,,,,,,0,7,0.1,7.0,1,0.0,,,,,,,0,,,0.0,,Career,,,,,1.0,,,,1,,,300,7,,,,,,,,7.0,-10.0,
Career,,,,,425.0,4.0,,,1992-06-26,,71.9,,,,,,,,,,,,,,,1,,,,,17.0,4.0,6-5,,,,,,0.0,21.0,1.0,,,,,21.0,,,,43,,Jace Amaro,,,,,,,,,,AmarJa00,,,,,,,,2,404,23.8,9.9,41,2.4,,,,,,,2,,,,,Career,,,,,57,,,,41,,,265,404,,,,,21.0,,,9.9,,
Career,,,,,,8.0,9,,1977-05-18,,,,,,,,,,,,,,,,,2.0,0.0,1.0,-25.0,,125.0,,6-2,,,,,,,,,,,,,,,,,,,Ken Amato,,,,,,,,,,AmatKe20,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,35,,,,,,,,,,,240,,,,,,,,,,-25.0,
Career,,,,,0.0,3.0,8,,1988-11-25,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,38.0,,6-1,,,,,,,,,,,,,,,,0.0,,,Jonathon Amaya,,,,,,,,,,AmayJo00,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,Career,29,,,,,,,,,,,203,,,,,,,,0.0,,0.0,
Career,,41.0,41.0,,10855,47.0,,3.0,1985-11-02,,68.7,3.0,,,,,,,,,,,,,,19,0.0,4.0,0.0,,141.0,71.0,5-11,0.0,,,,0.0,0.0,3575.0,152.0,,,,,84.0,36.0,,82,57,30.0,Danny Amendola,,27.67,,,100.0,66.7,2.0,83.0,27.7,AmenDa00,,0,1821,195,,,158.3,21,5362,38.0,9.8,547,3.9,16.0,0.1,0.0,97.0,6.1,0.7,21,,,0.0,,Career,,,,,796,0.0,,,563,,,185,5459,0.0,,27.7,0.6,23.5,,9.3,9.7,0.0,
Career,,,,,,23.0,38,,1991-12-08,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,,74.0,61.0,6-1,,,9,2,,,,,,,,45,,,,,,,David Amerson,,,,65,,,,,,AmerDa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,234,,,,,,,,,,,212,,,,,,,,,,0.0,98
Career,,,,,,27.0,55,,1993-04-29,,,,,,,,,,,,,,,,,0.0,3.0,3.0,40.0,,76.0,72.0,6-0,,,5,1,,,,,,,,90,,,,,,,Adrian Amos,,,,26,,,,,,AmosAd00,,,,,,,,,,,,,,,,,,,,,,,3.0,,Career,300,,,,,,,,,,,214,,,,,,,,,,40.0,129
Career,,,,,,40.0,60,,1989-06-06,,,,,,,,,,,,,,,,,0.0,6.0,4.0,0.0,,113.0,99.0,6-0,,,10,1,,,,,,,,49,,,,,,,Prince Amukamara,,,,78,,,,,,AmukPr00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,417,,,,,,,,,,,206,,,,,,,,,,0.0,126
Career,,,,,,28.0,,,1991-02-10,,70.1,,,,,,,,,,,,,,,4,0.0,1.0,0.0,,71.0,39.0,5-8,,,,,,,,,,,,,,,,,51.0,48,C.J. Anderson,,,,,,,,,,AndeC.00,,,,,,,,5.0,900.0,12.7,8.3,108.0,1.5,776,10.9,22,3497,4.5,49.3,27,,,0.0,,Career,,,,,154.0,,,,884,,,225,4397,,,,,,,,5.0,0.0,
Career,,,,,,9.0,32.0,,1981-12-08,,,,,,,,,,,,,,,,,0.0,4.0,4.0,60.0,,94.0,7.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Charlie Anderson,,,,4.0,,,,,,AndeCh21,,,,,,,,,,,,,,,,,,,,,,,7.5,1.0,Career,91.0,,,,,,,,,,,250,,,,,,,,,,60.0,0.0
Career,,,,,8.0,7.0,15,,1985-10-25,,0.0,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,,84.0,7.0,5-10,,,1.0,0.0,,0.0,5.0,1.0,,,,4.0,5.0,,,,0.0,0.0,Colt Anderson,,,,4.0,,,,,,AndeCo01,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,,,0.0,,Career,96,,,,1.0,,,,1.0,,,194,-1.0,,,,,5.0,,,-1.0,0.0,4.0
Career,,,,,1081.0,8.0,1.0,,1983-07-28,,65.7,,,,,,,,,,,,,,,1,1.0,0.0,0.0,,67.0,10.0,5-10,,,,,,0.0,90.0,3.0,,,,,38.0,,,17.0,65,,David Anderson,,,,,,,,,,AndeDa01,,0.0,26.0,5.0,,,,4,965,14.4,11.0,88,1.3,,,,,,,4,,,0.0,,Career,8.0,,,,134,,,,88,,,192,965,,,,,30.0,,5.2,11.0,0.0,
Career,,4.92,5.5,,,22.0,,1674,1983-06-15,,,909,,,,,,,,,,,5.0,,,34.0,0.0,10.0,-30.0,7.0,78.0,49.0,6-6,3.8,,,,64,,,,,,,,,78,,,,33.0,Derek Anderson,,5.88,,,54.3,3.6,60,10878,6.5,AndeDe00,,,,,,20-29-0,70.4,,,,,,,102.0,1.3,5.0,226.0,2.2,2.9,5.0,,,0.0,,Career,,,,,,81,,,102.0,,,235,226.0,563,,12.0,139.5,,,,2.2,-30.0,
Career,,,,,104.0,1.0,7.0,,1983-01-27,,75.0,,,,,,,,,,,,,,,0,,,,,39.0,18.0,5-10,,,,,,0.0,34.0,3.0,,,,,15.0,,,,17,3.0,Deon Anderson,,,,,,,,,,AndeDe01,,,,,,,,1,67,1.7,7.4,9,0.2,2.0,0.1,0.0,3.0,1.5,0.1,1,,,0.0,,Career,14.0,,,,12.0,,,,11,,,248,70,,,,,11.3,,,6.4,,
Career,,,,,,21.0,46,,1991-08-03,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,58.0,35.0,6-6,,,0.0,0.0,,,,,,,,0.0,,,,,,,Henry Anderson,,,,8.0,,,,,,AndeHe00,,,,,,,,,,,,,,,,,,,,,,,11.0,,Career,79,,,,,,,,,,,301,,,,,,,,,,0.0,0.0
Career,,,,,,35.0,158,,1983-09-26,,,,,,,,,,,,,,,,,0.0,5.0,8.0,5.0,,123.0,71.0,6-2,,,3.0,0.0,,,,,,,,5.0,,,,,,,James Anderson,,,,23.0,,,,,,AndeJa21,,,,,,,,,,,,,,,,,,,,,,,12.0,,Career,421,,,,,,,,,,,235,,,,,,,,,,5.0,6.0
Career,,,,,,22.0,36,,1986-02-06,,,,,,,,,,,,,,,,,0.0,2.0,1.0,47.0,,77.0,48.0,6-5,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jamaal Anderson,,,,10.0,,,,,,AndeJa98,,,,,,,,,,,,,,,,,,,,,,,7.5,,Career,96,,,,,,,,,,,288,,,,,,,,,,47.0,0.0
Career,,,,,82,0.0,1,,1988-11-21,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,9.0,,6-1,,,,,,0.0,82.0,5.0,,,,,21.0,,,,,,Joe Anderson,,,,,,,,,,AndeJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,3,,,,,,,,,,,196,,,,,,16.4,,,,0.0,
